return_id,order_id,return_date,return_reason,return_status,refund_method,refund_amount
30943,163869,2025-11-30,Wrong Item,Rejected,Wallet,2789.74
30944,38284,2024-09-19,Damaged,Approved,Bank Transfer,2651.24
30945,359985,2024-07-21,Not as Expected,Approved,Wallet,3264.62
30946,113763,2025-11-11,Damaged,Approved,Wallet,407.93
30947,379169,2022-08-02,Not as Expected,Approved,Wallet,4503.37
30948,78138,2025-10-16,Damaged,Approved,Wallet,2397.68
30949,410827,2025-06-18,Late Delivery,Approved,Wallet,10837.8
30950,390536,2026-06-24,Damaged,Approved,Wallet,844.8
30951,50469,2022-11-16,Size Issue,Rejected,Bank Transfer,8567.9
30952,422509,2023-03-03,Damaged,Approved,Wallet,8075.85
30953,77204,2026-05-18,Not as Expected,Approved,Bank Transfer,4120.51
30954,345787,2023-10-04,Size Issue,Rejected,Original Payment,305.41
30955,353188,2025-12-15,Damaged,Rejected,Wallet,2687.15
30956,436404,2022-10-19,Late Delivery,Approved,Wallet,13120.92
30957,254640,2026-08-24,Not as Expected,Approved,Bank Transfer,13196.4
30958,300299,2022-04-09,Not as Expected,Approved,Bank Transfer,7759.02
30959,412313,2023-03-08,Quality Issue,Approved,Wallet,9406.42
30960,448134,2025-09-05,Late Delivery,Processing,Original Payment,4243.73
30961,481806,2023-08-24,Size Issue,Processing,Original Payment,10335.53
30962,329151,2026-04-12,Wrong Item,Approved,Wallet,5951.15
30963,6327,2024-08-05,Wrong Item,Approved,Bank Transfer,286.69
30964,293515,2025-02-04,Wrong Item,Approved,Original Payment,4207.77
30965,90453,2024-05-27,Damaged,Approved,Wallet,9474.12
30966,327000,2025-02-06,Not as Expected,Approved,Original Payment,12372.64
30967,166056,2026-07-09,Size Issue,Approved,Bank Transfer,919.99
30968,290505,2025-10-16,Not as Expected,Approved,Wallet,8868.79
30969,271986,2023-01-13,Late Delivery,Approved,Bank Transfer,2334.22
30970,497555,2022-01-03,Quality Issue,Approved,Wallet,4268.76
30971,98083,2024-05-22,Not as Expected,Approved,Bank Transfer,10702.29
30972,173575,2024-01-26,Quality Issue,Approved,Bank Transfer,4648.82
30973,332494,2025-08-01,Changed Mind,Approved,Wallet,1399.21
30974,311922,2024-07-05,Not as Expected,Processing,Wallet,762.56
30975,85986,2025-01-16,Wrong Item,Approved,Wallet,1646.75
30976,178645,2022-06-06,Changed Mind,Approved,Bank Transfer,9093.56
30977,355353,2025-07-16,Quality Issue,Rejected,Bank Transfer,13027.66
30978,291022,2025-06-23,Late Delivery,Processing,Original Payment,4330.94
30979,49732,2026-07-27,Wrong Item,Approved,Wallet,9394.5
30980,23273,2024-02-08,Not as Expected,Approved,Wallet,11777.22
30981,40977,2024-01-28,Wrong Item,Approved,Wallet,201.1
30982,284197,2022-02-16,Late Delivery,Approved,Original Payment,3502.03
30983,23948,2025-09-11,Damaged,Approved,Original Payment,1919.69
30984,151706,2025-01-27,Damaged,Approved,Bank Transfer,7253.77
30985,199409,2025-11-02,Wrong Item,Approved,Wallet,2101.25
30986,368069,2026-04-27,Changed Mind,Approved,Bank Transfer,9170.78
30987,272839,2024-03-06,Size Issue,Approved,Bank Transfer,937.62
30988,354406,2024-03-12,Wrong Item,Processing,Bank Transfer,14574.8
30989,383705,2024-07-09,Changed Mind,Approved,Original Payment,11570.61
30990,203618,2024-04-11,Wrong Item,Approved,Original Payment,14056.97
30991,402202,2025-11-07,Damaged,Approved,Bank Transfer,14885.12
30992,385609,2026-03-17,Quality Issue,Processing,Bank Transfer,2718.35
30993,422595,2023-10-27,Not as Expected,Processing,Wallet,9892.58
30994,86295,2023-09-06,Changed Mind,Approved,Bank Transfer,1343.83
30995,5028,2024-05-13,Late Delivery,Rejected,Original Payment,5727.99
30996,300408,2022-08-06,Late Delivery,Approved,Original Payment,10756.98
30997,172482,2022-07-31,Not as Expected,Approved,Original Payment,8412.85
30998,206963,2025-08-21,Not as Expected,Approved,Bank Transfer,2118.92
30999,265407,2024-01-15,Wrong Item,Approved,Bank Transfer,486.6
31000,324145,2026-05-16,Wrong Item,Approved,Bank Transfer,1929.68
31001,84136,2024-05-22,Not as Expected,Approved,Original Payment,6228.37
31002,7911,2024-06-12,Wrong Item,Rejected,Original Payment,14437.87
31003,411073,2025-02-23,Not as Expected,Approved,Original Payment,521.91
31004,191967,2026-04-12,Size Issue,Rejected,Wallet,5263.56
31005,24098,2023-12-26,Not as Expected,Approved,Wallet,2765.7
31006,91899,2023-11-14,Changed Mind,Approved,Bank Transfer,2606.33
31007,257861,2022-11-19,Not as Expected,Approved,Bank Transfer,11316.21
31008,6461,2022-06-12,Late Delivery,Processing,Bank Transfer,5087.56
31009,224357,2022-04-14,Quality Issue,Approved,Bank Transfer,9050.81
31010,126364,2026-03-23,Late Delivery,Approved,Original Payment,1658.01
31011,301994,2022-04-27,Late Delivery,Processing,Original Payment,2154.63
31012,75736,2024-01-24,Damaged,Approved,Original Payment,3622.84
31013,427003,2023-09-11,Changed Mind,Approved,Original Payment,6040.53
31014,362028,2023-11-03,Not as Expected,Approved,Original Payment,5125.17
31015,194012,2025-05-13,Not as Expected,Processing,Bank Transfer,6189.08
31016,224494,2024-10-05,Size Issue,Processing,Wallet,10933.72
31017,99531,2025-05-24,Changed Mind,Approved,Bank Transfer,8799.94
31018,243897,2023-12-18,Size Issue,Approved,Original Payment,479.49
31019,238114,2025-07-31,Changed Mind,Rejected,Original Payment,4541.85
31020,470550,2024-08-23,Wrong Item,Processing,Original Payment,940.36
31021,438129,2025-04-03,Quality Issue,Approved,Original Payment,7989.82
31022,486223,2022-01-12,Late Delivery,Approved,Original Payment,6605.21
31023,272738,2024-09-12,Changed Mind,Processing,Bank Transfer,5294.57
31024,482660,2023-07-17,Size Issue,Approved,Bank Transfer,1183.91
31025,322408,2026-05-15,Size Issue,Approved,Wallet,9900.04
31026,117503,2024-07-03,Damaged,Processing,Bank Transfer,9666.53
31027,487004,2025-05-22,Not as Expected,Processing,Wallet,11258.06
31028,84260,2024-12-19,Late Delivery,Processing,Original Payment,131.29
31029,223724,2024-04-08,Late Delivery,Approved,Bank Transfer,8092.05
31030,162979,2024-07-17,Late Delivery,Approved,Bank Transfer,10050.29
31031,411220,2022-11-19,Size Issue,Rejected,Wallet,12156.14
31032,376191,2023-12-17,Size Issue,Approved,Wallet,1378.11
31033,87658,2024-04-25,Not as Expected,Approved,Bank Transfer,7993.43
31034,449860,2022-07-12,Not as Expected,Processing,Original Payment,7239.58
31035,323104,2025-01-19,Late Delivery,Approved,Bank Transfer,6476.81
31036,206730,2023-11-28,Size Issue,Approved,Wallet,150.16
31037,444301,2026-05-08,Size Issue,Approved,Wallet,4285.48
31038,201131,2025-10-26,Damaged,Approved,Bank Transfer,242.97
31039,252142,2026-08-08,Quality Issue,Processing,Bank Transfer,11146.39
31040,252410,2023-03-18,Changed Mind,Approved,Bank Transfer,13148.67
31041,64069,2022-12-18,Late Delivery,Rejected,Original Payment,14790.73
31042,49993,2025-11-27,Size Issue,Approved,Wallet,8475.72
31043,246860,2023-08-29,Size Issue,Approved,Original Payment,4198.91
31044,364411,2023-01-20,Wrong Item,Rejected,Wallet,4129.16
31045,237156,2023-03-16,Changed Mind,Approved,Wallet,3821.19
31046,305649,2023-04-05,Damaged,Approved,Original Payment,2949.14
31047,177130,2022-09-05,Late Delivery,Approved,Original Payment,8244.45
31048,319157,2024-10-23,Damaged,Processing,Original Payment,2299.11
31049,188470,2024-04-02,Changed Mind,Approved,Wallet,5805.59
31050,406117,2024-03-10,Quality Issue,Approved,Original Payment,12388.84
31051,255780,2023-04-18,Damaged,Processing,Original Payment,4739.89
31052,37933,2025-11-17,Wrong Item,Approved,Wallet,10272.88
31053,473491,2026-07-15,Late Delivery,Approved,Wallet,7716.71
31054,220008,2023-04-26,Damaged,Approved,Wallet,3156.51
31055,114416,2025-03-27,Size Issue,Approved,Bank Transfer,12756.04
31056,324182,2022-10-19,Quality Issue,Rejected,Original Payment,5555.2
31057,474645,2024-11-29,Changed Mind,Processing,Wallet,7668.81
31058,174407,2024-05-09,Late Delivery,Approved,Bank Transfer,11914.77
31059,274511,2026-07-27,Quality Issue,Approved,Original Payment,2724.34
31060,357470,2023-02-19,Not as Expected,Approved,Bank Transfer,5409.66
31061,411672,2023-04-12,Size Issue,Rejected,Bank Transfer,4161.62
31062,129993,2022-11-26,Quality Issue,Approved,Original Payment,593.85
31063,152643,2022-06-18,Late Delivery,Approved,Original Payment,2527.5
31064,375599,2022-09-21,Size Issue,Approved,Wallet,338.88
31065,364738,2022-12-24,Quality Issue,Rejected,Wallet,2993.49
31066,3710,2024-12-19,Not as Expected,Approved,Wallet,4272.56
31067,391379,2026-06-19,Not as Expected,Approved,Wallet,6815.41
31068,354774,2023-06-25,Changed Mind,Approved,Bank Transfer,14097.02
31069,390444,2025-10-29,Not as Expected,Approved,Original Payment,7188.61
31070,240463,2024-08-16,Late Delivery,Processing,Original Payment,14478.99
31071,263582,2024-11-22,Size Issue,Approved,Original Payment,1278.71
31072,85927,2025-04-20,Quality Issue,Processing,Wallet,10260.18
31073,30601,2023-04-20,Not as Expected,Processing,Original Payment,4390.27
31074,47645,2026-06-10,Late Delivery,Rejected,Wallet,10982.24
31075,38398,2022-11-06,Not as Expected,Processing,Bank Transfer,8448.7
31076,84619,2022-11-04,Wrong Item,Approved,Original Payment,2852.66
31077,399758,2022-06-28,Damaged,Approved,Original Payment,5656.12
31078,111511,2026-08-12,Wrong Item,Approved,Wallet,13180.37
31079,24552,2022-04-02,Quality Issue,Rejected,Bank Transfer,8902.33
31080,114981,2026-08-01,Late Delivery,Approved,Original Payment,1268.57
31081,256775,2024-05-31,Quality Issue,Approved,Original Payment,1461.72
31082,79944,2024-10-11,Damaged,Approved,Bank Transfer,1020.69
31083,173895,2025-05-30,Quality Issue,Approved,Wallet,14936.52
31084,65346,2025-05-03,Not as Expected,Approved,Original Payment,3337.86
31085,387640,2025-08-30,Changed Mind,Approved,Bank Transfer,9504.87
31086,208532,2023-05-19,Damaged,Approved,Bank Transfer,5409.13
31087,26333,2022-01-15,Not as Expected,Approved,Bank Transfer,997.72
31088,105329,2024-11-06,Size Issue,Approved,Bank Transfer,7223.1
31089,175001,2023-04-14,Late Delivery,Approved,Bank Transfer,14944.5
31090,373686,2022-03-22,Wrong Item,Approved,Wallet,14305.28
31091,210176,2024-04-01,Late Delivery,Processing,Bank Transfer,2619.79
31092,172287,2024-10-17,Wrong Item,Approved,Wallet,5457.58
31093,330188,2026-05-16,Changed Mind,Approved,Bank Transfer,4436.76
31094,441060,2023-09-04,Changed Mind,Rejected,Original Payment,2263.44
31095,164387,2024-01-26,Damaged,Rejected,Bank Transfer,12847.57
31096,67621,2024-08-05,Changed Mind,Rejected,Wallet,508.35
31097,238952,2026-06-11,Damaged,Approved,Original Payment,7797.66
31098,211384,2024-01-24,Not as Expected,Approved,Wallet,6388.16
31099,381059,2023-03-28,Late Delivery,Approved,Original Payment,636.24
31100,438262,2025-04-26,Changed Mind,Rejected,Bank Transfer,9605.38
31101,75193,2022-10-26,Changed Mind,Approved,Original Payment,1066.48
31102,212980,2023-08-31,Late Delivery,Approved,Bank Transfer,8263.82
31103,129536,2025-09-16,Not as Expected,Approved,Bank Transfer,13628.77
31104,289979,2026-04-26,Not as Expected,Approved,Wallet,1934.25
31105,382444,2022-05-07,Size Issue,Approved,Original Payment,4486.17
31106,225144,2026-07-30,Size Issue,Approved,Bank Transfer,5065.23
31107,254679,2023-04-18,Quality Issue,Approved,Wallet,4009.11
31108,134638,2024-08-07,Wrong Item,Approved,Bank Transfer,10657.28
31109,93306,2026-08-07,Quality Issue,Approved,Wallet,5239.14
31110,226728,2024-08-28,Not as Expected,Approved,Original Payment,10120.93
31111,414933,2025-03-24,Wrong Item,Approved,Bank Transfer,10815.32
31112,415499,2023-01-19,Not as Expected,Approved,Bank Transfer,13114.17
31113,268517,2024-10-10,Not as Expected,Rejected,Bank Transfer,10680.38
31114,405266,2022-06-18,Wrong Item,Approved,Original Payment,11514.44
31115,164087,2023-11-11,Size Issue,Approved,Bank Transfer,2700.86
31116,481399,2023-06-14,Damaged,Rejected,Bank Transfer,4449.89
31117,45010,2023-10-24,Not as Expected,Approved,Wallet,6090.04
31118,352774,2026-08-16,Wrong Item,Rejected,Wallet,7756.54
31119,408851,2024-10-25,Quality Issue,Approved,Original Payment,2102.4
31120,446512,2024-07-11,Size Issue,Approved,Bank Transfer,3880.39
31121,105801,2023-10-05,Changed Mind,Rejected,Wallet,8601.01
31122,312849,2026-05-16,Changed Mind,Processing,Original Payment,12811.72
31123,102243,2024-12-14,Quality Issue,Approved,Wallet,8457.59
31124,45588,2025-04-22,Size Issue,Approved,Bank Transfer,2727.45
31125,241711,2025-10-12,Not as Expected,Rejected,Bank Transfer,13913.7
31126,483891,2024-07-22,Wrong Item,Approved,Bank Transfer,5275.78
31127,92087,2025-07-30,Damaged,Rejected,Original Payment,8739.69
31128,134185,2026-04-25,Wrong Item,Approved,Original Payment,2145.88
31129,478515,2024-08-04,Quality Issue,Approved,Original Payment,3859.47
31130,114596,2025-08-13,Late Delivery,Approved,Wallet,7995.55
31131,421436,2025-11-04,Changed Mind,Approved,Wallet,9674.91
31132,472147,2022-12-13,Wrong Item,Approved,Wallet,977.45
31133,55495,2024-03-29,Changed Mind,Approved,Bank Transfer,2613.09
31134,95336,2025-06-03,Wrong Item,Approved,Bank Transfer,5849.13
31135,366361,2022-06-10,Quality Issue,Rejected,Bank Transfer,5981.75
31136,474409,2022-09-17,Damaged,Approved,Wallet,4420.87
31137,92958,2022-12-26,Quality Issue,Processing,Original Payment,3993.0
31138,135294,2023-01-08,Damaged,Approved,Bank Transfer,10857.85
31139,287998,2025-02-16,Size Issue,Approved,Wallet,4808.31
31140,213618,2026-07-03,Quality Issue,Approved,Original Payment,13139.64
31141,299666,2022-07-21,Not as Expected,Approved,Wallet,10318.67
31142,236010,2023-11-16,Not as Expected,Approved,Original Payment,3335.0
31143,245087,2022-05-14,Wrong Item,Rejected,Bank Transfer,8482.96
31144,313104,2022-09-25,Not as Expected,Approved,Bank Transfer,11909.5
31145,241931,2025-08-21,Quality Issue,Approved,Wallet,9738.33
31146,312790,2024-07-15,Size Issue,Approved,Bank Transfer,11770.06
31147,417086,2025-12-08,Quality Issue,Approved,Bank Transfer,5195.27
31148,483909,2024-01-27,Late Delivery,Rejected,Original Payment,10005.37
31149,465118,2026-03-02,Late Delivery,Approved,Bank Transfer,4408.35
31150,71757,2022-01-25,Not as Expected,Approved,Wallet,5933.39
31151,115802,2022-07-11,Not as Expected,Rejected,Wallet,8196.88
31152,133129,2024-11-12,Size Issue,Processing,Bank Transfer,8369.68
31153,275200,2025-06-26,Quality Issue,Approved,Wallet,5029.94
31154,165426,2024-01-29,Size Issue,Approved,Wallet,14043.63
31155,182243,2024-11-26,Damaged,Approved,Original Payment,6294.21
31156,329937,2022-11-16,Late Delivery,Processing,Bank Transfer,14763.84
31157,382807,2023-01-03,Damaged,Approved,Wallet,8981.02
31158,214556,2026-04-06,Quality Issue,Approved,Bank Transfer,10542.73
31159,132766,2024-11-05,Damaged,Rejected,Bank Transfer,13339.93
31160,230118,2023-08-16,Not as Expected,Approved,Bank Transfer,9435.37
31161,210934,2023-01-08,Late Delivery,Processing,Original Payment,3049.46
31162,140013,2023-01-04,Wrong Item,Approved,Original Payment,14309.26
31163,403420,2025-02-04,Size Issue,Approved,Original Payment,14365.76
31164,206071,2026-07-31,Damaged,Approved,Wallet,12041.1
31165,370044,2023-01-09,Wrong Item,Approved,Bank Transfer,9362.26
31166,178947,2024-05-05,Wrong Item,Processing,Original Payment,14269.8
31167,164544,2023-08-08,Late Delivery,Approved,Wallet,5038.53
31168,442693,2024-07-02,Damaged,Approved,Original Payment,2543.32
31169,60597,2023-04-23,Not as Expected,Approved,Original Payment,9687.87
31170,131000,2024-08-12,Quality Issue,Approved,Bank Transfer,12203.65
31171,408572,2026-01-28,Wrong Item,Processing,Original Payment,12958.11
31172,157547,2022-11-30,Quality Issue,Approved,Bank Transfer,5352.95
31173,288997,2026-04-23,Wrong Item,Rejected,Original Payment,10274.24
31174,321348,2024-06-03,Quality Issue,Approved,Bank Transfer,11730.38
31175,47315,2025-09-02,Not as Expected,Processing,Bank Transfer,14730.45
31176,122477,2023-04-23,Late Delivery,Rejected,Original Payment,2403.19
31177,212574,2026-04-27,Not as Expected,Approved,Original Payment,8724.92
31178,113918,2022-05-06,Size Issue,Approved,Original Payment,1063.29
31179,342695,2023-11-09,Late Delivery,Approved,Original Payment,5061.83
31180,398402,2026-05-18,Changed Mind,Approved,Wallet,2810.08
31181,5272,2024-12-17,Quality Issue,Approved,Bank Transfer,6442.25
31182,465390,2022-03-16,Size Issue,Approved,Bank Transfer,1478.24
31183,313942,2025-09-11,Not as Expected,Approved,Wallet,4506.5
31184,97336,2025-03-12,Late Delivery,Approved,Original Payment,914.07
31185,33956,2026-02-19,Quality Issue,Processing,Bank Transfer,5434.7
31186,30355,2023-02-08,Not as Expected,Approved,Bank Transfer,12687.25
31187,473099,2024-03-15,Quality Issue,Approved,Bank Transfer,8264.76
31188,271421,2022-12-16,Late Delivery,Approved,Original Payment,7017.89
31189,295601,2025-06-09,Quality Issue,Rejected,Bank Transfer,127.88
31190,340170,2022-09-12,Size Issue,Rejected,Original Payment,5969.05
31191,24501,2026-07-10,Size Issue,Approved,Bank Transfer,10467.51
31192,5385,2025-02-01,Size Issue,Approved,Wallet,5878.98
31193,14526,2025-04-11,Changed Mind,Approved,Bank Transfer,10487.51
31194,476338,2023-08-21,Not as Expected,Rejected,Bank Transfer,14656.29
31195,113213,2023-02-05,Size Issue,Approved,Bank Transfer,9856.37
31196,17021,2022-03-06,Late Delivery,Processing,Original Payment,13324.8
31197,382330,2026-01-27,Quality Issue,Approved,Wallet,11325.65
31198,352205,2022-12-05,Size Issue,Approved,Original Payment,1473.01
31199,47617,2022-04-12,Size Issue,Approved,Original Payment,13147.64
31200,363074,2026-05-27,Size Issue,Approved,Bank Transfer,8615.72
31201,310524,2023-10-21,Size Issue,Rejected,Bank Transfer,11519.39
31202,267257,2024-06-30,Late Delivery,Approved,Wallet,13905.97
31203,17303,2025-04-04,Quality Issue,Approved,Wallet,14506.86
31204,191395,2023-05-19,Late Delivery,Approved,Original Payment,13428.26
31205,181685,2024-07-08,Size Issue,Approved,Bank Transfer,3132.08
31206,332685,2024-10-02,Wrong Item,Processing,Wallet,3710.26
31207,114333,2023-03-22,Wrong Item,Approved,Original Payment,3944.83
31208,410175,2023-07-27,Changed Mind,Approved,Original Payment,12866.03
31209,18885,2025-03-25,Not as Expected,Processing,Bank Transfer,4185.42
31210,58087,2023-08-10,Late Delivery,Approved,Original Payment,6032.03
31211,493160,2022-12-13,Changed Mind,Approved,Bank Transfer,4655.11
31212,52093,2023-02-21,Not as Expected,Processing,Bank Transfer,6911.1
31213,25577,2022-09-27,Damaged,Rejected,Bank Transfer,14519.88
31214,351925,2026-07-30,Late Delivery,Approved,Original Payment,7217.42
31215,102450,2023-09-20,Size Issue,Approved,Bank Transfer,7524.42
31216,197887,2022-12-10,Damaged,Approved,Original Payment,11778.7
31217,30594,2023-11-30,Size Issue,Processing,Bank Transfer,9791.33
31218,430680,2022-11-07,Wrong Item,Processing,Original Payment,435.16
31219,161637,2022-01-06,Quality Issue,Approved,Wallet,4863.83
31220,231888,2025-09-22,Late Delivery,Approved,Original Payment,2147.4
31221,12053,2026-08-10,Changed Mind,Approved,Original Payment,8881.09
31222,327029,2024-11-10,Not as Expected,Approved,Bank Transfer,12792.49
31223,447389,2025-06-25,Size Issue,Processing,Wallet,7336.91
31224,31618,2025-06-19,Wrong Item,Approved,Bank Transfer,6236.0
31225,452259,2024-11-06,Not as Expected,Approved,Original Payment,360.75
31226,455019,2022-01-03,Wrong Item,Approved,Wallet,5381.15
31227,17340,2022-10-02,Quality Issue,Approved,Wallet,9014.48
31228,15108,2025-09-16,Not as Expected,Approved,Original Payment,14764.1
31229,327898,2023-07-07,Quality Issue,Approved,Bank Transfer,11801.46
31230,215381,2025-02-21,Changed Mind,Approved,Bank Transfer,14785.94
31231,210198,2022-03-24,Late Delivery,Approved,Original Payment,7336.26
31232,263146,2024-12-05,Wrong Item,Approved,Wallet,7131.15
31233,215471,2022-08-24,Changed Mind,Processing,Bank Transfer,14481.73
31234,320473,2024-01-09,Not as Expected,Approved,Original Payment,12627.57
31235,462842,2024-09-08,Size Issue,Approved,Wallet,2843.88
31236,52197,2023-11-27,Changed Mind,Approved,Wallet,4584.69
31237,480191,2026-07-17,Quality Issue,Approved,Wallet,1406.27
31238,13758,2022-09-07,Damaged,Rejected,Wallet,9342.36
31239,7689,2023-03-30,Damaged,Approved,Wallet,14065.41
31240,474265,2025-12-03,Late Delivery,Approved,Wallet,6788.99
31241,31885,2023-08-22,Changed Mind,Approved,Original Payment,5952.84
31242,113064,2026-03-14,Not as Expected,Approved,Wallet,4406.61
31243,183680,2023-06-06,Not as Expected,Processing,Wallet,7229.89
31244,76525,2022-06-19,Size Issue,Processing,Original Payment,14157.22
31245,465044,2025-03-18,Late Delivery,Approved,Original Payment,5305.7
31246,41981,2025-08-13,Changed Mind,Approved,Bank Transfer,13050.14
31247,63484,2022-08-03,Wrong Item,Approved,Wallet,9558.74
31248,289099,2024-06-28,Changed Mind,Approved,Original Payment,8926.81
31249,175396,2025-11-24,Damaged,Processing,Bank Transfer,14110.21
31250,125535,2025-05-26,Wrong Item,Rejected,Wallet,2860.65
31251,191206,2023-12-11,Wrong Item,Rejected,Bank Transfer,5543.73
31252,222142,2023-02-19,Quality Issue,Approved,Bank Transfer,6474.37
31253,120779,2024-04-02,Damaged,Approved,Bank Transfer,6127.06
31254,216217,2022-04-05,Not as Expected,Approved,Bank Transfer,5965.83
31255,205219,2024-04-01,Late Delivery,Approved,Wallet,10484.45
31256,361199,2026-02-03,Changed Mind,Approved,Bank Transfer,4121.6
31257,4719,2026-03-02,Late Delivery,Approved,Original Payment,6975.17
31258,308341,2023-04-29,Changed Mind,Rejected,Wallet,6078.41
31259,334364,2025-07-08,Wrong Item,Approved,Bank Transfer,4512.24
31260,260932,2023-12-15,Quality Issue,Approved,Bank Transfer,4806.19
31261,248379,2024-04-10,Quality Issue,Approved,Bank Transfer,10491.23
31262,313124,2023-09-21,Size Issue,Approved,Original Payment,11527.46
31263,55448,2024-06-21,Size Issue,Approved,Wallet,1200.39
31264,292033,2022-04-10,Not as Expected,Approved,Bank Transfer,1124.64
31265,56794,2025-07-06,Not as Expected,Approved,Original Payment,10496.31
31266,453608,2023-05-03,Late Delivery,Approved,Original Payment,9003.03
31267,359403,2024-10-28,Changed Mind,Approved,Wallet,6318.26
31268,46407,2022-01-07,Quality Issue,Approved,Bank Transfer,4391.78
31269,248084,2026-08-29,Damaged,Approved,Original Payment,3479.22
31270,486853,2024-06-25,Wrong Item,Approved,Wallet,6347.73
31271,257918,2025-05-08,Not as Expected,Processing,Bank Transfer,7137.58
31272,421157,2025-10-22,Damaged,Approved,Wallet,7800.77
31273,45605,2022-07-18,Size Issue,Processing,Wallet,6253.45
31274,165803,2022-03-11,Not as Expected,Rejected,Wallet,8165.38
31275,373542,2023-12-30,Changed Mind,Approved,Bank Transfer,14263.11
31276,368969,2025-05-23,Late Delivery,Approved,Original Payment,569.52
31277,465155,2022-01-09,Size Issue,Rejected,Bank Transfer,13244.41
31278,89227,2022-10-11,Quality Issue,Approved,Original Payment,1471.25
31279,322321,2022-09-05,Wrong Item,Approved,Original Payment,5683.95
31280,24796,2023-02-09,Size Issue,Approved,Wallet,1023.73
31281,426601,2024-01-17,Damaged,Approved,Original Payment,13272.37
31282,86129,2022-05-12,Wrong Item,Approved,Bank Transfer,3190.83
31283,219603,2023-01-26,Size Issue,Rejected,Bank Transfer,1434.69
31284,428970,2026-07-09,Quality Issue,Approved,Bank Transfer,10353.15
31285,397887,2022-12-17,Changed Mind,Approved,Original Payment,13275.34
31286,337617,2026-01-29,Not as Expected,Processing,Original Payment,2195.26
31287,272411,2023-09-23,Damaged,Approved,Wallet,5225.53
31288,23200,2022-11-11,Wrong Item,Processing,Original Payment,211.72
31289,347354,2023-02-18,Late Delivery,Rejected,Original Payment,6145.3
31290,452071,2022-02-04,Damaged,Approved,Bank Transfer,4634.33
31291,393697,2025-12-18,Damaged,Approved,Wallet,783.86
31292,225905,2024-01-23,Size Issue,Rejected,Bank Transfer,10223.19
31293,201001,2025-01-31,Not as Expected,Approved,Wallet,9204.3
31294,15934,2023-10-06,Wrong Item,Approved,Original Payment,5445.88
31295,340602,2024-01-28,Changed Mind,Approved,Bank Transfer,11880.76
31296,380035,2022-08-08,Quality Issue,Approved,Original Payment,8556.19
31297,324121,2023-09-07,Quality Issue,Processing,Wallet,13441.89
31298,87059,2025-09-06,Size Issue,Approved,Original Payment,7873.91
31299,84955,2024-05-05,Quality Issue,Processing,Bank Transfer,14086.58
31300,356897,2023-12-03,Quality Issue,Approved,Original Payment,5211.85
31301,136196,2026-04-29,Damaged,Approved,Original Payment,8213.83
31302,152726,2024-07-09,Damaged,Approved,Original Payment,7614.58
31303,136432,2022-02-27,Size Issue,Processing,Original Payment,11387.13
31304,420219,2023-01-13,Quality Issue,Approved,Wallet,6503.22
31305,429895,2026-04-23,Wrong Item,Approved,Wallet,8157.53
31306,190295,2022-12-03,Quality Issue,Approved,Wallet,8396.97
31307,491870,2025-01-30,Changed Mind,Approved,Bank Transfer,12129.56
31308,363513,2022-03-30,Damaged,Approved,Wallet,2361.55
31309,478196,2025-08-04,Changed Mind,Approved,Original Payment,10564.35
31310,250476,2025-09-07,Damaged,Approved,Wallet,3860.75
31311,459322,2022-09-13,Damaged,Rejected,Bank Transfer,10121.14
31312,236319,2026-01-20,Not as Expected,Approved,Original Payment,5503.93
31313,226505,2026-07-06,Late Delivery,Approved,Original Payment,8370.98
31314,352993,2023-07-29,Late Delivery,Rejected,Original Payment,278.58
31315,250518,2022-07-10,Not as Expected,Rejected,Bank Transfer,8749.56
31316,187028,2023-02-18,Damaged,Rejected,Wallet,9572.01
31317,122001,2026-05-27,Changed Mind,Approved,Original Payment,4407.26
31318,464578,2022-12-05,Changed Mind,Approved,Original Payment,11345.0
31319,235533,2022-12-07,Changed Mind,Approved,Wallet,11271.31
31320,294941,2024-04-29,Late Delivery,Processing,Wallet,8785.92
31321,165235,2023-01-31,Late Delivery,Approved,Wallet,12966.63
31322,57201,2025-12-30,Late Delivery,Rejected,Wallet,12030.15
31323,190216,2024-05-08,Not as Expected,Approved,Original Payment,308.9
31324,153027,2022-07-11,Quality Issue,Approved,Original Payment,4344.66
31325,427405,2022-05-22,Quality Issue,Approved,Original Payment,9202.74
31326,243326,2025-04-25,Quality Issue,Approved,Wallet,5582.61
31327,385458,2023-06-16,Not as Expected,Approved,Wallet,6804.76
31328,352919,2025-03-18,Wrong Item,Rejected,Original Payment,11958.96
31329,64744,2022-10-19,Size Issue,Rejected,Original Payment,1335.65
31330,294140,2026-08-08,Damaged,Approved,Bank Transfer,6523.41
31331,100189,2022-06-12,Damaged,Approved,Original Payment,6570.68
31332,54778,2022-04-17,Quality Issue,Approved,Bank Transfer,9440.45
31333,292306,2022-10-19,Not as Expected,Approved,Wallet,3815.01
31334,442719,2025-11-05,Wrong Item,Approved,Original Payment,3238.7
31335,325132,2022-12-29,Quality Issue,Approved,Original Payment,7511.5
31336,363969,2022-01-17,Size Issue,Approved,Bank Transfer,2394.59
31337,64894,2025-09-10,Size Issue,Approved,Bank Transfer,14092.89
31338,56637,2023-10-08,Not as Expected,Approved,Original Payment,12480.37
31339,476900,2023-02-08,Size Issue,Approved,Original Payment,9356.15
31340,243012,2026-04-20,Damaged,Processing,Wallet,6316.19
