product_id,sku,product_name,category_id,brand,unit_cost,list_price,supplier_id,weight_kg,launch_date,active_flag
10480,SKU-0010480,Astra Product 10480,173,Zenith,134.87,291.79,1067,0.63,2023-05-26,Y
10481,SKU-0010481,UrbanCart Product 10481,132,Nova,89.06,115.72,2843,1.13,2024-10-18,Y
10482,SKU-0010482,Zenith Product 10482,230,HomePro,259.78,581.52,1119,1.28,2023-05-31,Y
10483,SKU-0010483,FitMax Product 10483,153,Nexora,937.64,2229.86,1963,0.55,2025-09-18,Y
10484,SKU-0010484,FreshDay Product 10484,197,UrbanCart,140.13,256.09,2356,0.69,2024-08-28,Y
10485,SKU-0010485,PrimeOne Product 10485,158,FitMax,92.13,216.37,1847,0.39,2023-11-09,N
10486,SKU-0010486,FreshDay Product 10486,204,Astra,178.02,307.46,1874,1.24,2022-10-29,Y
10487,SKU-0010487,Nova Product 10487,196,Apex,627.77,1396.54,1946,0.73,2023-06-11,Y
10488,SKU-0010488,Nexora Product 10488,216,Vertex,261.05,557.51,2009,2.86,2022-12-31,Y
10489,SKU-0010489,UrbanCart Product 10489,29,Zenith,144.47,352.29,1345,1.45,2023-07-01,N
10490,SKU-0010490,Zenith Product 10490,201,StyleHub,25.54,48.78,2888,1.65,2022-12-12,Y
10491,SKU-0010491,Apex Product 10491,196,Zenith,156.48,220.43,2268,1.08,2026-01-07,Y
10492,SKU-0010492,Apex Product 10492,51,Orion,329.93,516.26,2603,1.93,2022-02-24,Y
10493,SKU-0010493,Vistara Product 10493,152,Vistara,388.3,710.17,2689,0.26,2023-09-16,N
10494,SKU-0010494,UrbanCart Product 10494,14,StyleHub,533.66,973.54,2864,0.94,2024-11-29,Y
10495,SKU-0010495,FreshDay Product 10495,69,HomePro,89.39,187.26,2320,0.74,2025-09-10,Y
10496,SKU-0010496,Orion Product 10496,146,PrimeOne,114.12,135.32,2738,2.38,2024-06-19,Y
10497,SKU-0010497,UrbanCart Product 10497,170,Zenith,147.2,272.44,2668,0.34,2023-06-15,Y
10498,SKU-0010498,StyleHub Product 10498,57,Vertex,310.65,617.92,2972,1.14,2022-04-26,Y
10499,SKU-0010499,Zenith Product 10499,211,PrimeOne,129.44,269.13,1933,2.68,2026-06-23,Y
10500,SKU-0010500,Astra Product 10500,12,Vistara,263.05,581.38,1627,0.89,2024-04-08,Y
10501,SKU-0010501,UrbanCart Product 10501,210,Orion,116.06,248.55,2628,0.88,2023-01-31,Y
10502,SKU-0010502,Vertex Product 10502,17,Zenith,86.9,194.43,1613,1.2,2023-03-11,Y
10503,SKU-0010503,PrimeOne Product 10503,30,FreshDay,445.3,1063.41,2383,0.81,2024-11-23,Y
10504,SKU-0010504,BookNest Product 10504,88,PrimeOne,217.27,276.63,2371,1.32,2025-08-10,Y
10505,SKU-0010505,Nexora Product 10505,203,FreshDay,321.17,574.98,2460,2.33,2022-08-04,Y
10506,SKU-0010506,Nova Product 10506,99,PrimeOne,136.23,194.8,2495,1.24,2026-04-29,Y
10507,SKU-0010507,UrbanCart Product 10507,23,Nexora,338.23,392.46,2975,0.94,2022-07-26,Y
10508,SKU-0010508,Apex Product 10508,209,PrimeOne,63.03,105.26,1274,1.81,2023-09-10,Y
10509,SKU-0010509,FreshDay Product 10509,129,Nova,72.74,188.78,1629,3.25,2025-07-27,Y
10510,SKU-0010510,FitMax Product 10510,79,Vistara,382.95,588.46,2088,0.57,2024-09-18,Y
10511,SKU-0010511,HomePro Product 10511,32,Vertex,153.97,280.78,1068,4.38,2024-12-23,Y
10512,SKU-0010512,Nexora Product 10512,9,Orion,131.38,322.89,1726,0.6,2023-03-04,Y
10513,SKU-0010513,Orion Product 10513,15,Vistara,71.69,101.15,1308,1.29,2025-07-17,Y
10514,SKU-0010514,FreshDay Product 10514,156,UrbanCart,338.33,462.44,1146,1.24,2025-03-28,Y
10515,SKU-0010515,UrbanCart Product 10515,152,BookNest,879.07,1436.85,1577,1.3,2024-09-24,Y
10516,SKU-0010516,Nova Product 10516,188,BookNest,283.4,592.66,1507,0.26,2024-12-13,Y
10517,SKU-0010517,BookNest Product 10517,163,HomePro,109.48,221.64,1175,0.35,2022-05-13,Y
10518,SKU-0010518,Vertex Product 10518,214,Nova,571.41,896.63,1577,0.7,2025-01-28,Y
10519,SKU-0010519,Apex Product 10519,27,FreshDay,226.66,557.98,1200,0.56,2024-01-24,Y
10520,SKU-0010520,Nova Product 10520,211,Orion,111.09,142.77,2041,1.44,2025-08-02,Y
10521,SKU-0010521,Nova Product 10521,109,FreshDay,517.04,1252.53,2359,2.48,2022-07-06,Y
10522,SKU-0010522,UrbanCart Product 10522,76,BookNest,139.44,195.4,2830,0.18,2022-07-25,Y
10523,SKU-0010523,BookNest Product 10523,148,HomePro,44.77,85.69,2150,0.38,2026-07-21,Y
10524,SKU-0010524,Apex Product 10524,65,UrbanCart,123.24,250.86,1712,0.62,2023-06-30,Y
10525,SKU-0010525,StyleHub Product 10525,213,PrimeOne,264.77,663.66,2515,0.38,2024-04-04,Y
10526,SKU-0010526,HomePro Product 10526,177,FitMax,85.98,134.8,2074,0.72,2025-06-21,Y
10527,SKU-0010527,Nexora Product 10527,109,Vistara,30.41,75.41,2662,0.47,2026-07-23,Y
10528,SKU-0010528,BookNest Product 10528,129,FreshDay,615.75,1572.33,2174,1.39,2025-10-17,Y
10529,SKU-0010529,Vistara Product 10529,10,BookNest,2427.25,6168.23,2184,8.26,2026-05-20,Y
10530,SKU-0010530,Orion Product 10530,47,StyleHub,106.92,202.66,1187,0.47,2024-07-26,Y
10531,SKU-0010531,StyleHub Product 10531,123,Vertex,93.05,128.51,1229,2.57,2025-07-30,Y
10532,SKU-0010532,FreshDay Product 10532,59,FreshDay,48.79,93.34,1954,7.75,2023-03-16,Y
10533,SKU-0010533,FreshDay Product 10533,96,Orion,78.33,182.48,2633,0.55,2025-05-12,Y
10534,SKU-0010534,FreshDay Product 10534,190,Astra,41.47,69.41,2945,5.29,2023-10-09,Y
10535,SKU-0010535,Vertex Product 10535,103,HomePro,50.68,114.92,2936,0.47,2022-10-04,Y
10536,SKU-0010536,StyleHub Product 10536,124,UrbanCart,164.35,327.77,2204,2.53,2026-06-25,Y
10537,SKU-0010537,UrbanCart Product 10537,86,FitMax,39.6,76.41,1845,0.49,2023-04-26,Y
10538,SKU-0010538,PrimeOne Product 10538,146,HomePro,43.75,75.08,2740,0.21,2026-05-08,Y
10539,SKU-0010539,UrbanCart Product 10539,112,Nexora,197.61,423.19,2493,2.15,2026-08-21,Y
10540,SKU-0010540,HomePro Product 10540,174,Nova,94.09,158.68,1426,1.42,2024-04-06,N
10541,SKU-0010541,Vistara Product 10541,160,Nova,226.11,408.04,2839,0.87,2022-06-08,Y
10542,SKU-0010542,Astra Product 10542,27,StyleHub,120.57,158.5,2105,0.25,2022-03-01,Y
10543,SKU-0010543,Vertex Product 10543,220,Nexora,138.79,313.69,2427,2.67,2023-07-17,Y
10544,SKU-0010544,Orion Product 10544,18,FreshDay,330.99,671.92,1477,2.22,2026-06-23,Y
10545,SKU-0010545,PrimeOne Product 10545,167,FitMax,100.1,220.81,2954,0.22,2025-03-27,Y
10546,SKU-0010546,UrbanCart Product 10546,177,Nova,310.67,789.66,2056,1.11,2022-07-16,Y
10547,SKU-0010547,Nexora Product 10547,221,Apex,112.41,170.9,1749,1.44,2026-03-17,N
10548,SKU-0010548,StyleHub Product 10548,82,Apex,78.36,171.53,1592,0.37,2023-01-16,Y
10549,SKU-0010549,Nova Product 10549,172,Orion,62.39,101.56,1866,2.07,2026-08-15,Y
10550,SKU-0010550,Nexora Product 10550,72,Astra,36.93,53.29,2483,6.84,2024-07-09,Y
10551,SKU-0010551,UrbanCart Product 10551,54,Vertex,53.71,103.66,1513,2.19,2024-07-15,Y
10552,SKU-0010552,StyleHub Product 10552,223,BookNest,33.24,84.6,2441,3.76,2025-08-24,Y
10553,SKU-0010553,Vertex Product 10553,162,PrimeOne,67.02,169.8,1331,1.9,2023-02-05,Y
10554,SKU-0010554,Nexora Product 10554,71,Apex,343.4,847.16,2625,0.37,2022-08-08,N
10555,SKU-0010555,Apex Product 10555,164,UrbanCart,162.8,304.14,2661,1.81,2023-12-28,Y
10556,SKU-0010556,HomePro Product 10556,146,Nexora,115.69,241.38,2439,0.32,2023-05-12,Y
10557,SKU-0010557,FitMax Product 10557,38,Vistara,88.04,109.95,1532,0.61,2025-07-31,Y
10558,SKU-0010558,FreshDay Product 10558,187,Astra,152.46,211.74,1004,0.75,2022-05-28,Y
10559,SKU-0010559,Vistara Product 10559,137,Vertex,168.54,259.72,1283,0.68,2024-11-02,Y
10560,SKU-0010560,Zenith Product 10560,201,FreshDay,60.13,90.85,2878,0.48,2025-02-07,Y
10561,SKU-0010561,Orion Product 10561,238,StyleHub,248.94,607.98,1303,0.74,2022-03-17,Y
10562,SKU-0010562,Nova Product 10562,200,FitMax,122.36,231.03,1863,0.82,2024-07-29,Y
10563,SKU-0010563,Astra Product 10563,179,UrbanCart,214.25,379.46,2220,2.54,2023-10-17,N
10564,SKU-0010564,PrimeOne Product 10564,35,Astra,159.36,203.97,2277,1.28,2025-04-24,Y
10565,SKU-0010565,PrimeOne Product 10565,82,Nexora,45.76,104.27,1866,2.01,2024-08-21,Y
10566,SKU-0010566,Apex Product 10566,133,UrbanCart,528.88,610.96,2785,0.75,2023-11-04,Y
10567,SKU-0010567,Astra Product 10567,142,Nexora,162.34,385.85,1837,1.96,2022-09-05,Y
10568,SKU-0010568,Apex Product 10568,220,StyleHub,117.81,166.41,2618,0.19,2022-10-19,Y
10569,SKU-0010569,Nexora Product 10569,158,FitMax,277.08,519.18,2771,0.33,2025-10-03,Y
10570,SKU-0010570,Zenith Product 10570,4,Vertex,57.88,96.21,1167,2.03,2024-01-18,Y
10571,SKU-0010571,FitMax Product 10571,167,Nova,39.77,99.47,1005,0.56,2026-03-22,Y
10572,SKU-0010572,FreshDay Product 10572,212,PrimeOne,270.68,690.58,1141,0.99,2023-11-25,Y
10573,SKU-0010573,Astra Product 10573,192,PrimeOne,460.31,1071.19,1374,0.14,2022-05-01,Y
10574,SKU-0010574,Astra Product 10574,153,Zenith,212.25,434.08,2148,0.67,2026-07-25,Y
10575,SKU-0010575,PrimeOne Product 10575,156,StyleHub,338.73,640.0,2346,0.33,2023-11-09,Y
10576,SKU-0010576,Vertex Product 10576,204,StyleHub,52.48,78.19,1394,0.53,2022-06-25,N
10577,SKU-0010577,FreshDay Product 10577,194,Apex,118.71,238.85,2190,1.0,2024-06-26,N
10578,SKU-0010578,HomePro Product 10578,235,Orion,90.72,191.42,2704,0.98,2023-07-07,Y
10579,SKU-0010579,HomePro Product 10579,206,Vistara,413.57,1036.7,2047,0.75,2022-11-08,Y
10580,SKU-0010580,PrimeOne Product 10580,150,Nexora,255.87,521.41,2706,1.86,2025-12-01,Y
10581,SKU-0010581,Vistara Product 10581,159,Zenith,414.9,991.13,1108,0.64,2024-04-15,Y
10582,SKU-0010582,Nova Product 10582,23,HomePro,94.06,164.83,1209,0.73,2026-08-28,Y
10583,SKU-0010583,PrimeOne Product 10583,48,FitMax,59.24,114.07,1606,0.35,2023-11-26,Y
10584,SKU-0010584,Apex Product 10584,148,Zenith,542.49,1345.03,2225,2.39,2024-04-06,Y
10585,SKU-0010585,FreshDay Product 10585,125,FitMax,167.92,375.05,2433,0.47,2022-10-05,Y
10586,SKU-0010586,UrbanCart Product 10586,166,FitMax,427.69,1063.88,1796,0.29,2023-03-03,Y
10587,SKU-0010587,HomePro Product 10587,55,StyleHub,154.71,209.17,1001,0.34,2022-07-23,Y
10588,SKU-0010588,FitMax Product 10588,68,FitMax,1192.09,1722.91,2821,1.06,2025-10-12,Y
10589,SKU-0010589,BookNest Product 10589,207,HomePro,473.52,743.7,1742,0.84,2022-05-05,Y
10590,SKU-0010590,Vertex Product 10590,88,Zenith,142.02,335.26,1765,0.76,2023-03-21,Y
10591,SKU-0010591,Vertex Product 10591,217,Nexora,167.08,287.7,2134,2.02,2024-04-05,Y
10592,SKU-0010592,UrbanCart Product 10592,1,StyleHub,167.6,196.88,2609,0.41,2022-07-25,Y
10593,SKU-0010593,UrbanCart Product 10593,135,Vertex,59.0,93.05,1075,1.34,2025-02-20,Y
10594,SKU-0010594,HomePro Product 10594,185,Nexora,106.3,138.58,1211,0.98,2025-01-22,Y
10595,SKU-0010595,BookNest Product 10595,95,PrimeOne,99.27,223.41,2976,1.25,2025-07-26,Y
10596,SKU-0010596,Nova Product 10596,140,Nexora,202.2,325.31,2653,0.99,2024-02-06,Y
10597,SKU-0010597,Nova Product 10597,106,Vertex,78.76,166.96,2256,0.5,2022-10-17,Y
10598,SKU-0010598,HomePro Product 10598,133,Astra,143.3,240.96,1186,0.15,2026-08-28,Y
10599,SKU-0010599,Zenith Product 10599,108,FreshDay,117.97,295.99,2298,1.73,2023-08-21,Y
10600,SKU-0010600,Vistara Product 10600,178,FreshDay,175.61,267.04,1309,0.9,2026-07-21,Y
10601,SKU-0010601,PrimeOne Product 10601,42,PrimeOne,614.8,1221.06,1965,1.0,2022-02-16,Y
10602,SKU-0010602,Orion Product 10602,102,Nova,439.61,869.44,1887,0.88,2023-05-30,Y
10603,SKU-0010603,Vistara Product 10603,124,UrbanCart,50.43,101.54,2686,0.28,2024-05-01,Y
10604,SKU-0010604,Zenith Product 10604,140,Nova,156.55,229.58,1210,1.08,2026-04-13,Y
10605,SKU-0010605,Nexora Product 10605,103,Orion,124.89,202.4,1350,0.93,2022-12-04,Y
10606,SKU-0010606,FreshDay Product 10606,146,StyleHub,91.66,133.32,2824,0.85,2024-04-18,Y
10607,SKU-0010607,BookNest Product 10607,194,Nova,1138.79,1348.06,1321,3.57,2023-06-30,Y
10608,SKU-0010608,FreshDay Product 10608,74,HomePro,102.1,212.41,1206,1.0,2023-01-01,Y
10609,SKU-0010609,Vertex Product 10609,207,PrimeOne,108.67,281.89,2930,0.82,2024-12-02,Y
10610,SKU-0010610,Nova Product 10610,222,FreshDay,795.48,1716.15,2113,0.8,2023-06-08,Y
10611,SKU-0010611,Apex Product 10611,108,FitMax,392.34,904.17,1657,0.38,2022-10-17,Y
10612,SKU-0010612,StyleHub Product 10612,122,Nova,110.06,133.74,1064,1.01,2023-01-01,Y
10613,SKU-0010613,Nova Product 10613,17,FreshDay,325.23,718.51,1415,1.12,2022-08-01,Y
10614,SKU-0010614,BookNest Product 10614,196,FreshDay,132.23,254.61,2022,0.53,2022-09-13,Y
10615,SKU-0010615,Astra Product 10615,71,Apex,140.4,218.35,2923,1.64,2023-05-01,Y
10616,SKU-0010616,UrbanCart Product 10616,62,HomePro,79.45,160.45,2621,1.34,2023-11-05,Y
10617,SKU-0010617,UrbanCart Product 10617,41,BookNest,18.36,40.03,2315,0.83,2024-03-08,Y
10618,SKU-0010618,FreshDay Product 10618,223,FitMax,45.5,114.22,1476,1.76,2022-09-11,Y
10619,SKU-0010619,Nova Product 10619,243,Nova,60.69,87.39,2464,0.67,2022-07-20,Y
10620,SKU-0010620,Vertex Product 10620,247,FreshDay,239.15,513.82,1369,1.71,2022-10-01,Y
10621,SKU-0010621,Astra Product 10621,231,Vistara,188.31,372.73,1672,0.61,2023-12-22,Y
10622,SKU-0010622,Apex Product 10622,119,Orion,435.99,875.6,1742,3.2,2023-04-13,Y
10623,SKU-0010623,Apex Product 10623,162,UrbanCart,55.53,71.67,1653,0.57,2022-01-02,Y
10624,SKU-0010624,BookNest Product 10624,198,FitMax,819.02,1464.59,1431,0.8,2023-07-21,Y
10625,SKU-0010625,PrimeOne Product 10625,242,Vertex,753.64,1550.76,1238,0.45,2026-04-21,Y
10626,SKU-0010626,StyleHub Product 10626,230,FitMax,169.34,245.17,1292,1.4,2023-01-03,Y
10627,SKU-0010627,Vertex Product 10627,45,BookNest,88.44,131.77,1236,0.36,2023-08-01,Y
10628,SKU-0010628,Nexora Product 10628,58,Vistara,92.66,187.18,1644,0.82,2022-05-02,N
10629,SKU-0010629,Nexora Product 10629,179,Vistara,196.04,422.99,2841,0.3,2022-04-27,Y
10630,SKU-0010630,Zenith Product 10630,126,FreshDay,892.78,1288.54,1700,1.39,2026-02-12,Y
10631,SKU-0010631,Orion Product 10631,162,Vistara,150.59,302.3,2749,1.45,2022-01-25,Y
10632,SKU-0010632,PrimeOne Product 10632,44,Vertex,39.49,70.07,1324,1.0,2025-08-18,Y
10633,SKU-0010633,StyleHub Product 10633,15,Apex,903.1,1255.29,2892,0.59,2022-12-06,Y
10634,SKU-0010634,HomePro Product 10634,78,Apex,114.39,148.43,1421,1.58,2026-05-14,Y
10635,SKU-0010635,BookNest Product 10635,70,BookNest,606.93,1382.85,1429,0.43,2023-03-25,Y
10636,SKU-0010636,Zenith Product 10636,178,FitMax,288.07,457.05,1353,0.5,2024-09-10,Y
10637,SKU-0010637,PrimeOne Product 10637,101,StyleHub,143.51,192.86,2678,1.57,2025-01-16,Y
10638,SKU-0010638,FreshDay Product 10638,242,Vertex,391.25,813.65,2519,1.4,2024-07-16,Y
10639,SKU-0010639,Apex Product 10639,160,Astra,84.67,139.64,1292,1.4,2026-06-02,Y
10640,SKU-0010640,Zenith Product 10640,195,HomePro,126.23,152.15,1794,5.69,2022-08-22,Y
10641,SKU-0010641,PrimeOne Product 10641,3,StyleHub,101.73,256.24,1623,1.04,2022-01-10,Y
10642,SKU-0010642,Apex Product 10642,214,Nexora,136.92,290.98,2280,0.66,2023-11-24,N
10643,SKU-0010643,PrimeOne Product 10643,86,Nexora,268.53,383.26,2436,0.81,2025-07-11,Y
10644,SKU-0010644,StyleHub Product 10644,74,Apex,266.73,325.67,1380,0.17,2026-05-19,N
10645,SKU-0010645,Orion Product 10645,51,PrimeOne,40.46,75.43,2223,1.23,2026-03-14,Y
10646,SKU-0010646,FitMax Product 10646,67,Vertex,101.29,262.76,1224,2.8,2025-03-30,Y
10647,SKU-0010647,PrimeOne Product 10647,76,Apex,118.32,199.81,1902,0.69,2025-10-05,Y
10648,SKU-0010648,Orion Product 10648,93,PrimeOne,277.98,674.32,2820,2.58,2023-02-04,Y
10649,SKU-0010649,BookNest Product 10649,176,Nexora,46.51,101.62,1670,0.42,2023-12-25,Y
10650,SKU-0010650,PrimeOne Product 10650,145,FreshDay,309.77,471.79,2317,0.49,2024-10-02,Y
10651,SKU-0010651,Apex Product 10651,7,FreshDay,59.5,72.22,1519,0.48,2022-06-12,Y
10652,SKU-0010652,Vertex Product 10652,13,Nova,205.1,498.37,1606,0.28,2024-02-03,Y
10653,SKU-0010653,Nexora Product 10653,120,Apex,447.2,1038.55,1676,2.9,2023-08-08,Y
10654,SKU-0010654,Vertex Product 10654,66,Orion,54.37,118.26,1442,1.37,2023-10-11,Y
10655,SKU-0010655,Nova Product 10655,4,Nova,203.89,523.76,1718,1.49,2024-09-17,Y
10656,SKU-0010656,BookNest Product 10656,138,StyleHub,138.8,348.9,1181,0.51,2023-01-11,Y
10657,SKU-0010657,Orion Product 10657,231,Nova,68.05,97.32,2523,1.71,2025-10-18,Y
10658,SKU-0010658,UrbanCart Product 10658,88,Apex,54.46,104.11,1441,0.6,2025-01-24,Y
10659,SKU-0010659,PrimeOne Product 10659,17,PrimeOne,86.77,125.87,1607,0.63,2025-10-21,Y
10660,SKU-0010660,BookNest Product 10660,52,Orion,79.09,193.13,2305,2.13,2024-02-21,Y
10661,SKU-0010661,Nexora Product 10661,134,PrimeOne,136.31,165.01,1943,0.46,2024-12-15,Y
10662,SKU-0010662,Vertex Product 10662,211,Vistara,111.72,242.0,2136,0.41,2022-06-13,Y
10663,SKU-0010663,UrbanCart Product 10663,69,PrimeOne,240.15,511.56,1266,0.37,2026-06-20,Y
10664,SKU-0010664,Orion Product 10664,224,PrimeOne,339.56,499.21,2558,0.8,2023-10-29,Y
10665,SKU-0010665,Zenith Product 10665,202,Astra,41.43,103.05,1929,4.71,2025-11-04,Y
10666,SKU-0010666,UrbanCart Product 10666,137,BookNest,130.9,263.14,1800,0.73,2022-01-21,Y
10667,SKU-0010667,Vertex Product 10667,219,Zenith,69.76,172.24,1464,0.32,2026-05-27,Y
10668,SKU-0010668,StyleHub Product 10668,205,StyleHub,61.77,112.8,1992,0.55,2023-09-14,Y
10669,SKU-0010669,PrimeOne Product 10669,211,UrbanCart,39.97,92.89,2409,0.62,2023-10-15,N
10670,SKU-0010670,HomePro Product 10670,21,Zenith,37.4,87.13,1507,0.94,2024-02-07,Y
10671,SKU-0010671,Zenith Product 10671,24,FreshDay,102.8,217.05,1112,1.21,2024-02-09,Y
10672,SKU-0010672,Vistara Product 10672,230,Orion,233.6,413.21,2340,0.17,2022-03-09,Y
10673,SKU-0010673,PrimeOne Product 10673,4,Orion,232.85,572.91,1131,0.34,2024-12-22,Y
10674,SKU-0010674,Zenith Product 10674,152,Vertex,63.6,149.93,2547,0.32,2022-11-13,Y
10675,SKU-0010675,UrbanCart Product 10675,187,FreshDay,58.06,86.18,1924,2.05,2023-10-19,Y
10676,SKU-0010676,Nova Product 10676,227,PrimeOne,203.43,360.6,2769,0.4,2025-04-09,Y
10677,SKU-0010677,StyleHub Product 10677,3,Nova,111.21,150.59,2774,1.13,2023-03-27,Y
10678,SKU-0010678,Nexora Product 10678,68,Zenith,365.31,433.74,1874,1.31,2024-12-25,Y
10679,SKU-0010679,Nova Product 10679,249,Vertex,60.36,76.15,1102,0.6,2026-06-01,N
10680,SKU-0010680,Vistara Product 10680,101,Vistara,30.82,39.83,1681,0.13,2026-05-14,Y
10681,SKU-0010681,UrbanCart Product 10681,168,FreshDay,284.64,470.94,1978,2.31,2022-09-07,Y
10682,SKU-0010682,Apex Product 10682,176,UrbanCart,29.93,74.62,2208,2.58,2022-08-04,Y
10683,SKU-0010683,FitMax Product 10683,54,PrimeOne,44.65,89.38,2969,0.89,2024-07-07,N
10684,SKU-0010684,Vertex Product 10684,35,Vertex,89.81,217.84,1065,0.52,2023-08-22,Y
10685,SKU-0010685,Vertex Product 10685,223,Zenith,126.91,154.65,1134,3.8,2022-02-08,Y
10686,SKU-0010686,Orion Product 10686,56,FreshDay,281.84,582.79,2148,0.51,2026-06-22,Y
10687,SKU-0010687,UrbanCart Product 10687,108,BookNest,65.84,125.44,1056,1.71,2026-06-17,Y
10688,SKU-0010688,FreshDay Product 10688,217,FreshDay,536.97,742.17,2325,0.27,2022-06-10,Y
10689,SKU-0010689,Zenith Product 10689,40,Vistara,41.91,61.39,1789,1.31,2023-07-16,Y
10690,SKU-0010690,PrimeOne Product 10690,205,FreshDay,117.36,160.89,1906,0.32,2022-05-25,Y
10691,SKU-0010691,BookNest Product 10691,68,Astra,346.24,518.2,2952,1.22,2023-08-11,Y
10692,SKU-0010692,Vistara Product 10692,46,Nexora,363.14,418.41,1693,0.91,2025-04-04,Y
10693,SKU-0010693,Nexora Product 10693,78,UrbanCart,11.48,25.0,2683,0.68,2022-07-04,Y
10694,SKU-0010694,UrbanCart Product 10694,141,Orion,1876.47,4826.67,2796,0.66,2023-04-17,Y
10695,SKU-0010695,FreshDay Product 10695,155,Astra,122.73,252.81,2859,2.15,2024-10-26,Y
10696,SKU-0010696,FreshDay Product 10696,6,HomePro,210.73,407.13,2037,0.85,2023-02-11,Y
10697,SKU-0010697,HomePro Product 10697,17,FreshDay,121.48,236.31,1898,1.24,2023-07-17,Y
10698,SKU-0010698,Nexora Product 10698,164,HomePro,1120.62,2263.53,1625,8.83,2025-01-02,Y
10699,SKU-0010699,BookNest Product 10699,232,StyleHub,523.43,1163.76,1465,0.33,2026-07-24,Y
10700,SKU-0010700,UrbanCart Product 10700,241,PrimeOne,1093.08,2518.66,2023,0.49,2025-06-09,Y
10701,SKU-0010701,Nexora Product 10701,99,Nexora,251.11,299.44,2465,0.24,2024-07-21,Y
10702,SKU-0010702,Astra Product 10702,81,Nexora,372.76,529.48,1026,0.23,2023-02-11,Y
10703,SKU-0010703,FitMax Product 10703,233,UrbanCart,64.06,89.04,1771,4.16,2026-03-20,Y
10704,SKU-0010704,PrimeOne Product 10704,2,Nova,129.26,219.78,2407,0.65,2022-12-22,Y
10705,SKU-0010705,Apex Product 10705,249,Astra,373.03,572.68,2986,0.11,2026-06-20,Y
10706,SKU-0010706,Orion Product 10706,77,FreshDay,218.42,510.44,1319,0.72,2025-02-08,Y
10707,SKU-0010707,FitMax Product 10707,180,Nova,180.39,314.9,1218,0.61,2024-06-27,Y
10708,SKU-0010708,Astra Product 10708,66,Apex,81.61,193.33,2755,0.39,2023-11-08,Y
10709,SKU-0010709,Vertex Product 10709,52,Astra,468.21,1023.81,2877,0.64,2023-02-03,Y
10710,SKU-0010710,FitMax Product 10710,92,Vistara,462.27,826.31,2193,1.03,2025-08-24,Y
10711,SKU-0010711,PrimeOne Product 10711,171,PrimeOne,419.05,1063.91,2436,0.65,2025-09-26,Y
10712,SKU-0010712,Nexora Product 10712,218,Astra,213.33,489.76,2615,1.79,2024-09-25,Y
10713,SKU-0010713,Vertex Product 10713,22,Astra,165.52,358.92,1418,0.86,2025-05-14,Y
10714,SKU-0010714,FitMax Product 10714,111,Apex,451.11,1031.03,2810,0.91,2022-10-27,Y
10715,SKU-0010715,Vertex Product 10715,107,UrbanCart,381.12,669.99,2139,0.78,2024-10-26,Y
10716,SKU-0010716,Vistara Product 10716,183,StyleHub,73.45,96.28,1605,0.34,2024-11-12,Y
10717,SKU-0010717,Nova Product 10717,67,UrbanCart,218.05,380.78,2998,0.35,2026-02-14,Y
10718,SKU-0010718,StyleHub Product 10718,227,Vistara,296.56,562.74,1068,1.0,2025-11-07,Y
10719,SKU-0010719,Orion Product 10719,188,FreshDay,89.5,116.76,2310,0.49,2022-06-22,Y
10720,SKU-0010720,StyleHub Product 10720,186,UrbanCart,369.85,623.92,1682,1.46,2024-11-08,Y
10721,SKU-0010721,FitMax Product 10721,140,Nexora,312.9,780.68,2630,0.69,2024-12-21,Y
10722,SKU-0010722,PrimeOne Product 10722,216,Zenith,112.77,151.33,1968,0.49,2022-12-17,Y
10723,SKU-0010723,PrimeOne Product 10723,69,Apex,48.37,99.56,1460,1.11,2025-09-05,N
10724,SKU-0010724,Zenith Product 10724,84,Zenith,278.0,660.17,2002,0.92,2022-01-19,Y
10725,SKU-0010725,Orion Product 10725,103,Zenith,961.17,2126.04,1148,0.24,2025-05-15,Y
10726,SKU-0010726,Nexora Product 10726,39,Apex,206.41,295.63,2901,0.21,2024-10-15,N
10727,SKU-0010727,PrimeOne Product 10727,13,Zenith,292.14,508.89,2758,1.43,2023-08-21,Y
10728,SKU-0010728,BookNest Product 10728,41,Zenith,57.47,112.9,1192,0.5,2024-02-03,Y
10729,SKU-0010729,BookNest Product 10729,57,Zenith,157.12,211.19,2256,1.02,2026-03-01,Y
10730,SKU-0010730,Nexora Product 10730,181,StyleHub,148.37,226.62,2740,1.09,2025-04-12,Y
10731,SKU-0010731,UrbanCart Product 10731,237,FreshDay,73.86,155.56,1161,2.37,2024-10-25,Y
10732,SKU-0010732,BookNest Product 10732,12,FitMax,243.67,575.03,2980,3.39,2026-04-07,Y
10733,SKU-0010733,Nexora Product 10733,13,Vistara,235.39,592.05,2571,0.36,2025-10-30,Y
10734,SKU-0010734,BookNest Product 10734,120,Orion,125.87,183.12,1975,0.8,2026-04-18,Y
10735,SKU-0010735,Nova Product 10735,202,FreshDay,162.15,314.51,2481,0.82,2022-06-18,N
10736,SKU-0010736,Orion Product 10736,97,BookNest,1040.7,2157.99,1741,3.05,2023-01-08,Y
10737,SKU-0010737,Nova Product 10737,57,StyleHub,93.83,205.57,1552,0.29,2025-05-18,Y
10738,SKU-0010738,Nova Product 10738,40,Vistara,59.25,124.31,1161,2.85,2024-09-21,Y
10739,SKU-0010739,Vertex Product 10739,118,HomePro,57.98,132.43,1152,1.42,2023-04-15,Y
